text,label
معلم عربي طلب من تلاميذه إدخال كلمة سكر في جملة مفيدة طالب منهم قال شربت كوبا من الشاي في الصباح اندهش المعلم في كلمة السكر يا ابني قاله في كوب الشاي يا أستاذ.,Tunisia
الأول: كيف تقول لشخص أجنبي تعالي هنا بالإنجليزي؟ الثاني: نقول له “كم هير” الأول : وكيف تقول له برة غادي بالإنجليزي؟.. الثاني: نمشي غادي ونقول له: “كم هير”.,Libya
"في واحد ناض من النوم القي ايده زرقاء امشي للدكتور ,, قاله هدا ورمخبيث لازم انقصو ايدك ,, قاله باهي.. امشي الدكتور قصله ايدهتاني يوم ناض الراجل الي رقبته زرقاء ,, امشي للدكتور نفسه ,,, قالهلازم انقص رقبتك .. قاله الراجل شنو هوا تي برا يا راجل,, امشي قال احسنبرنامج نمشي انعالج برا خيرلي ,, امشي سافر برا امشي للدكتور .. قالهنوضت من النوم القيت رقبتي زرقاء شافه الدكتور ,, قاله برا اغسلرقبتك .. طالــقة عليها رقبة السورية",Libya
واحد البنت كانت غادية في الطريق، شوية وقف عليها واحد خينا عجباتو. قال ليها: عطيني التلفون ديالك، البنت يصحابها شفار، رمات ليه البورطابل ومشات تجري.,Morocco
واحدعور واحد عرج مشاو يسرقو الرمانالمهم العور بقا تحت الشجرة و العرج طلع كيزول الرمان و يرمي لصاخبو في حجرو..العور غير واقف شاد جلايلو و الرمان اللي كيجي لبه فحجرو.واحد الساعة العرج زلق و طاح جا فحجر العور و هو يقولليه العور زيد غير وحدا بحال هدي و نزل,Morocco
هادا واحد معندو زهر بغا يقطع الشارع دربتو طوموبيل جات  لابلانص ملي كانت مشا بيه درباتا الرموك مات السيد ملي الروح ديالو طلعات  درباتا الطيارة,Morocco
شيخ فات على غرفة كلها حشاشين.قال: حرام عليكم..قالولوا: وعليكم الحرام.,
هدا واحد البركاني خدا الدكتوراة في علم الحيوان ولكن الأساتذة دياولو متيقوش أو هما يقولوليه ديرلينا شي تجربة البركاني جاب واحد القطة منين كيصفق عليها كتجي عندو أو هو يقطعليها الرجل الأولى منين صفق عليها جات هو يقطعليها الرجل الثانية منين صفق عليها جات هو يقطعليها الرجل الثالثة منين صفق عليها جات هو يقطعليها الرجل الرابعة منين صفق عليها ما جاتش أو هو يقوليهم نستنتج أننا عندما نقطع للقطة أرجلها الأربعة تفقد حاسة السمع,Morocco
الابن شنوا تعمل يا يابا الاب نكتب في جواب لعمك الابن هو انت تعرف تكتب الاب يعني هو عمك اللي يعرف يقرا يا فالح.,Libya
من هو أسرع مخلوق في العالم … ؟ بدوي معزوم.,
عجوز في محو الأمية سألتها المدرسة أعطينا جملة فيها إدغام بغنة قالت عما يعمي.,
واحد بنشري مات كفانوه بتيوب.,
واحد عندو صندوق ديما مسدود منين قرب يموت ڭال لمرتو تفتحو!!.. لقات فيه 3بيضات و 200 درهم ڭالت لو شنو هادشي ڭالها بصراحة فينما كنت كن خونك كنحط بيضة ڭالتلو اِوا دنيا هانيا الى كانت غير 3 مرات لي خنتيني فيهم مسامحاك ….إوا أُ و 200 درهم ديالاش ڭالها ملي كثر عليا لبيض بعتو,Morocco
-محشش عصبي وجعه ضرسه راح للدكتور وقال له اقلع كل ضروسي وخله زي الكـلب لحاله .,Saudi
أستاذ الفرنسية سول واحد التلميذ ديالو: كيفاش كنقولو الصراحة راحة بالفرنسية؟، قال ليه التلميذ,
حده سمعت راجلها بغا يتزوج ي وهي تسلق4 البيضات. ولونت كل بيضة بلون، وحطتهم ليه فالعشاء قال ليها: شنو الفرق بين هاد البيضات؟ قالت له: ذوقهم وتعرف! ذاقهم قال ليها بحال بحال !!!,
يقول تلميذ بمدرسته أحبك يا معلمتي أريد الزواج منك قالت المدرسة لكن أنا لا أفضل الأولاد ذات عمر صغير رد التلميذ وأنا مش مستعجل على على منجيب أولاد.,
واحد غبي شد علبة مسامر وطاح منهم مسمار  قلو يا ولدي أرجع يرحم بوك ارجع. المسمار محبش يرجع . كب علبة المسامر كلها و قال : جيبوووووووووووووه اليوم نقتله .,Tunisia
كان فيه اثنين كذابين، قال الأول للثاني: أنا قادر أشوف هذيك النملة اللي فوق الجبل، قال الثاني: أي وحدة اللي مغمضة عيونها ولا اللي مفتحة.,Saudi
واحد يبي يتزوج قال لامه نبيها بيضة وطويلة وتخدم جابتله ثلاجة,Libya
واﺣﺪ ﺑﻠﺪﻳﺎﺗﻨﺎ ﻋﻨﺪه ارق وﻣﺶ ﻋﺎرف ﻳﻨﺎم ﻗﺎل ﻟﻪ ﺻﺎﺣﺒﻪ ﻋﻨﺪي ﻟﻚ ﻃﺮﻳﻘﺔ ﻟﻠﻨﻮم ﻣﺆﻛﺪة   ﻋﺪ ﻣﻦ واﺣﺪ اﻟﻰ ﺧﻤﺲ ﻣﻴﻪ ﺑﻠﺪﻳﺎﺗﻨﺎ ﻣﻜﺪﺑﺶ ﺧﺒﺮ   وأول ﻣﺎ اﻟﺪﻧﻴﺎ ﻟﻴﻠﺖ راح ﻟﻠﺴﺮﻳﺮ وﺑﺪا ﻳﻌﺪ واﺣﺪ  اﺛﻨﻴﻦ  وﻟﻤﺎ وﺻـﻞ اﻟﻰ ﻣﻴﻪ وﺗﺴﻌﺔ وﺗﺴﻌﻴﻦ  ﺟـﺎه اﻟﻨﻮم   ﻗـﺎم ﻏـﺴـﻞ وﺷﻪ ورﺟــﻊ ﻟﻠـﺴـﺮﻳـﺮ ﻳـﻜـﻤـﻞ اﻟـﻌـﺪ,
مرة حداد تحمم صدا.,Tunisia
واحد بنا دارو في شكل دائرة باش ما تقولوش مرتو مخليني بين أربعة حيوط.,Tunisia
واحد سكران طلع من البار حاشا الشهر في نص الليل وقف تاكسي العداد متاعها سجل 480 مليم دارو قريبة برشة عطى للسائق 500مليم وقاعد يستنى في الباقي 20 مليم قالو السائق والله ما عنديش الصرف الرقيق قال السكران باهي إعملي بيها تزمييرة .,Tunisia
أعلنوا حظر التجوااااااااااااال بالقصيم طلعوا كلهم يشوفون وش السالفة.,Saudi
واحد غبي عجبتو طفلة سقساها : كيفاش اسمك ؟! قاللو : مدموازال سارة ! قالها : واش معنتها مدموازال ؟!قالتلو : يعني مازال مازوجتش ! قالها : نعرفك بروحي معاك مدموازال ساعد .,Algeria
غبي امشي يحجز في الطيران سأل الموظف قاله: رحلت طرابلس القاهره كم تستغرق قاله لحظه قاله شكرا,
أهبل عطوه رقم جني فقام يزعجه ويرسله مسج كل دقيقة(بسم الله الرحمن الرحيم).,Qatar
ديك بيعاير دجاجة لأنهم يأخذون منها البيض بدون مقاومة ردت عليه مش أحسن من إلى بأذن وميصليش.,Libya
محشش راح لماكدونالدز قالهم عندكم حلقات بصل؟ قالوله آه، قالهم تمام أعطوني الحلقة الأخيرة.,Saudi
فار غادي  سمع عرس دخل ليه لقا عرس ديال المشاش بات لعروسة شدو وقال لجوق غنيو ليه يازربان على عمرو.,Morocco
هادو 2 دراري تعطلو على المدرسة وقال ليهم المعلم علاش تعطلتو؟ قال ليه واحد راه طاحت ليا 10 دراهم وهو يقول لتاني ونتا مالك قال ليه راه كنت داير رجلي عليها.,Morocco
زوجة جالية مع زوجها في جو هادئ، وقالت له قولي أي شيء حلو، قالها يا حلاوة مسكرة، قالت له طيب قولي أي حاجة تهزأني بيها قالها يا مرجيحة، قالت له طيب أي شيء يحسسني إني زوجتك، قالها إنتي طالق.,Tunisia
أصلع خلف ولد سماه شعروري,Libya
أتقل على حبيبك وأرمية فى بلاعة يرجع لك مستحمى وفى بقة نعناعة,
اتنين محششين قاعدين مع بعض، فقال واحد منهما أيه هو اسم الدولة الأوروبية اللي لو حطينا على آخر حرف نقطة تبقي اسم عالم ذرة؟ فقاله لا مش عارف.. رد عليه وقاله الدولة هي قطر ولو حطينا نقطة هيبقى العالم قطز، فرد عليه قاله وهو قطز دا عالم ذرة أصلًا، قاله يعني هي قطر دولة أوروبية!,Egypt
في وفد حمصي راح للحج قام راح شيخن قلهم يا شباب كل ما اسرعتوا بالحج كل ما لحقنا العيد بحمص ابكر.,
لحناش تابعين شي حشاشين. خسرات ليهم صطافيط.. ركبو طموبيل ديال كنور.. شدوا واحد حشايشي.. بدا كايضحاااااااك.. قالو ليه مال جدك كضحك.. قال ليهم شفت كنور بالدجاج بالحوت غير عمرني ماشفتو بالحناش .,Morocco
في آوروبا تمشي البنت حاطه شويه مكياج في صنعاء يمشي المكياج حاط شويه بنت,Yemen
دلوع عطوه سكين ليذبح خروف زخ السكين في يده ويقول للخروف موت,Qatar
واحد الطيارة كتهز 100واحد جاو ركبو فيها103 واحدزايدين تلاتةقالو ليهم خاس تلاتة يتلاوحو ختارو واحد فرنسوي وجزائري و مغربيجا الفرنسوي يتلاح وهو يقولعاش francois oland جا الجزائري يتلاح وهو يقولعاش بوتفليقة جا المغربي يتلاح وهو يقول عاش محمد السادس وهو يلاوح هداك لي حداه.,Morocco
واحد سعودي كريم احترق بيته قام اتصل بالدفاع المدني، وبعد ما وصلوا قالهم: تبغوا شاي أم قهوة؟,Saudi
دارو راسهم ناعسين وقف عليهم الGريسون فاق واحد هو يخشي إيدو فجيبو وجبد واحد الدرهم كتعقل على مولاي عبد الحفيظ .,
سكران طاح من فوق عمارة قالوللــه لابس شنو صار قاللهم و الله ما نيعارف حتى اني كيف واصل,Libya
محشش صدم 2 الأول مات والثاني يخانق.. قال المحشش شف خويّـك مات ما قال شي!,Saudi
هادا واحد سميتو مبارك او جارتو سميتها زهرة مبارك شرا حولي هي تقوليه جارتو مبارك الحولي كال ليها تبارك الله على زهرة البكرة .,Morocco
مره مدرس بيسأل الطالبه بتعملو ايه لما بتروحو؟واحد قال انا بروح اتفرج على التليفزيون وانزل لاحمد بتاع الحشيشوالثانى قاله انا يروح العب كوره واروح لاحمد بتاع الحشيش والثالث قاله انا بروح اصلى وافرأ قرأن واذاكر فا المدرس فرح اوى وخده بالحضن وسأله انت اسمك ايه؟ قاله انا احمد بتاع الحشيش,Egypt
نملة شافت نفسها في المراية.. قالت خسارة الوسط هذا على نملة.,Libya
مره في اثنين شبحوا خيمه وسرب ضئ الاول قال هدا عرس والتاني قال عزئ المهم عرس عزئ عرس عزئ المهم جاهم واحد احرف منهم قاللهم هدا عرس واحد ميت,Libya
مرة واحد عم تمدحو زوجته انت شجاع وبطل قالها انا شهيد بمعركة الكرامة شلة أغبيا راحوا على صاحبهم في المستشفى بيسألوه خير شو صاير فقلهم لا ولاشي بس الوالد شوي متوفي,Syria
في عجوز قالولها اقري هالرقم 1170 قالت: شخيطه شخيطه وسروال مقلوب ونقيطه.,Libya
هههههالله يشافيك غذائيه,
غبي مشتهي لبن راح للثلاجه لقى تاريخه منتهي قام زور التاريخ وشربه,Saudi
في واحد قزم عطس ضرب رأسه في الأرض.,Tunisia
قالك واحد كل يوم يريح في القهوة  وكل يوم تجوز عليه وحدة يشوف معاها وتشوف معاه  بقاو على هذي الحال عام  وحد النهار شافها مع واحد راح ليها قالها اللي بيناتنا أنسايه,Tunisia
فيه واحد كريم احترق بيته جو الاطفاء يطفون البيت  قالهم والله ماتسوون شي لين تقهوون .,Saudi
سول الأستاذ واحد التلميد: باش كتحلم؟ قال ليه الدري: كنحلم نشد 10000 درهمف الشهر بحال الوالد. قال ليه الأستاذ: علاش باك كيشدهم؟ قال ليه الدري: لا، حتى هو غير كيحلم.,Morocco
في خمسة حشاشين جالسين يتمازحون بسكاكين ماتوا ثلالث قال الرابع لخويه خلاص خلينا نوقف لا تنقلب جد,Libya
رجل يسير في الشارع ينقط مياه، سأله رجل لماذا تنقط، قاله اسمي حنفي.,Libya
نملة والدتها توفت خافت تعيط عليها أحسن مكياجها يفسد.,
مرة حداد تحمم.. صدا,Tunisia
مسطول سمع أن نبيل شعيل يلقبونه بلبل الخليج قال: وين الغصن اللي يتحمله هذا . ؟ 😂😜,Qatar
الطفلة تسأل أمها: ماما .. علاش العروسة تلبس قفطان أبيض في العرس؟ .. الأم: لأنها خاشة على دنيا جديدة كلها بيضاء .. الطفلة: أها .. وأني نقول علاش العريس يلبس في بدلة سوداء؟,
نذل حلم انه طيب قعد من النوم قال أعوذ بالله وش الكابوس هذا,Saudi
هدا واحد المغربي بغا اطلع للقمر مني كان غادي خسر بيه الصاروخ أو طاح فصحراء سيناءسحابو واش وصل للقمر.واحد الشوية جا عندو واحد المصري أو قال ليه حتموت من الشمس ..جاوبو صاحبنا متشرفين..ونا حشحوش من الأرض.,Morocco
واحد نذل موجود في غرفة الانعاش وصى اولاده ايكونوا انذل منه .. فمشوا قطعوا اعليه انبوبة الاكسجين,Libya
هندي مسطول دخل محل غسيل سيارات، سأله صاحب المحل: غسيل؟ رد الهندي لا بس كوي.,Yemen
فيه واحد أحول قام بيدبح الخروف..وأول ماحط السكينة على رقبة الخروف قام الخروف يضحك....فساله الرجل ليش تضحك؟ قال له الخروف السكينة مقلوبة.,Yemen
واحد مسطول راحل محطة الرمل فرجلة غرزت في الرملة.,Libya
تزوجت نملة من فيل وعندما مات قضت النملة طوال عمرها تحفر حفرة تدفن الفيل فيها.,Yemen
واحد بتاع أنابيب بيقول لامه ادعيلي، قالت له: ربنا يفتحها في وشك، راحت الأنبوبة فرقعت فيه.,Egypt
واحد الشاب مشا يخطب واحد البنت ومشا معاه صاحبوا . المهم فاش خرجوا من دار البنت قال لصاحبو كيف جاتك البنت ؟ قالوا كاع صحابي كيشكرو فيها,Morocco
مبوق شاف بلاكة مكتوب عليها: مزرعة أبقار سول مول المزرعة: كيفاش كتزرعوا البقر؟ تفلى عليه السيد وقال ليه: كنرشوا السكر وكيخرج البقر. ناض المبوق الغد ليه رش السكر. رجع من بعد نهار لقى النمل مجموع على السكر. وهو يقول: يا حليلي على البقر ملي كيكون صغير.,Morocco
واحد سكران طلع من البار (حاشا الشهر) في نص الليل وقّف تاكسي، العداد متاعها سجّل 480 مليم (دارو قريبة برشة ) عطى للسائق 500 مليم وقاعد يستنى في الباقي (20 مليم) قالّو السائق: والله ما عنديش الصرف الرقيق، قال السكران: باهي إعملّي بيها تزمييرة .,Tunisia
الأستاذ ما هو أصغر حيوان في العالم؟، تلميذ ما كولولو يا أستاذ. الأستاذ (مندهشا) و أين يوجد كولولو؟، التلميذ في أذن الإنسان، تلميذ ثاني (متيقن من إجابة أدق) هناك من هو أصغر من كولولو يا أستاذ، الأستاذ ما اسمه و أين هو؟، التلميذ الثاني اسمه جلولو و يعيش في اذن كولولو.,Tunisia
قالك أوباما حاب يدهن البيت الأبيض الحصيلو جاب 3 مقاولين: الأول صينى طلب 3 مليون دولار والثاني ألماني طلب 7 مليون دولار والثالث تونسي طلب 10 مليون دولار ..الصينى قال: مليون سلعة ومليون للخدامة ومليون أرباح ليا، الألماني قال: 3 مليون السلعة و 2 مليون الخدامة و2 مليون أرباح، التونسي اتكأ على أوباما وقاله: 3 ليك و4 ليا و نعطي 3 الصيني تاو يدهنو.,Tunisia
هدي واحد المرا غليضة مشات تشري ثوب قالت لمول الحانوت اعطيني شي لون يجي معايا وهو يعطيها الرمادي سولاتو علاش اختار ليها هداك اللون قال ليها هدا هو اللون اللي اختاره ربي للفيل وجا معاه .,Morocco
نكت سعودية 2024,
هادي امريكا بغات تصنع صاروخ المهم كلشي شارك معها ها اللي جاب البياس و ها اللي ساعد باليد العاملة ..و اللي عاون بالفلوس و حتى سالاو و هما يشوفوا واحد المغربي جايب ورقة كبيرة مكتوب فيها( صنع في المغرب ) .,Morocco
سودانيين سرقوا بنك تعيجزوا عند عد الفلوس قالوا آآي بكره نعرف من الجرايد.,
"واحد بروفيسور في حصة علم التشريح جبد ليسطاجير دياولو جثة و قاليهوم : شوفو أوليداتي , لي بغا إكون طبيب خاصو إكونو فيه جوج حوايج , لولا خاصو إكون ماكايعيفش ههه و هو إدير صبعو فالنيف ديال الجثة و لحس صبعو , هو إقوليهوم ديرو يالاه ديرو بحالي ههه كلهم قضاو الغرض , قاليهوم الحاجة الثانية اللي خاصها تكون ف الطبيب هي قوة الملاحظة أنا خشيت صبعي الكبير فنيف الجثة و لحست صبعي الصغير بصحتكم الديسير .",Morocco
فمة دودة امشات للحمام تعرفوش اعلاش خافت على روحها لا اداود من الوسخ .,Tunisia
غبي يغازل مرته قال لو انك بالهند كانو عبدوكي قالت ليش انا ملاك قال لا بقرةهههههههههههههه,Yemen
في واحد عدني مخزن عند النقطة وكان ممنوع السلاح جا واحد معاه دبابة سالوه العدني معاك سلاح قالوه لا قالوه اتفضل امشي,Yemen
واحدة بتسأل حبيبها وتقوله هل يستمر حبنا بعد الزواج قالها أكيد طبعا بس يوافق زوجك على هذا.,Yemen
وحدة غارت من زينب العسكري.. سمت نفسها موضي التخصصي,Saudi
فيما يخص اللغة العربية .. سأل رجل زوجته : ماذا تعرفين عن النحو و الصرف ؟ فقالت له : ” أن تصرف راتبك على النحو الذي يرضيني ” يقولون انّ الرجل لم يعد يتكلم العربيّة فقط اليابنيّة اللي ما ضحكش يعرف انو الكاشير مانعه!,Libya
الزوج فيا الجوع الزوجة أنا مريضة الزوج ما عندك زهر كنا غادي نخرجوا نتعشاو برا أنا وياك الزوجة ھھھهه كنت كنضحك معاك يالاه نمشيو نتعشاو الزوج حتى كنت كنضحك معاك سيرى وجدي لعشا,Morocco
نأخذ معانا سلم لو وجدنا السور عالي نطلع عليه ولو كان منخفضا نقفز من,
إمراة سيمنة برشة برشة راحت بش توزن روحها صعدت فوق الميزان الإلكتروني يا خويه خرجتلها ورقة مكتوب عليها : أخواني من فضلكم واحد بواح.,Tunisia
محشش معه قدر مليان مويه فتح الثلاجه دخل القدر مادخل راح كب شوي من المويه.,Saudi
مرة جزار خلف بنيتن سمى الأولى كيلوباترا والثانية كيلولحمة.,Tunisia
واحد البنت كانت غادية ف الطريق شوية وقف عليها واحد خينا عجباتو. قال ليها عطيني التلفون ديالك. البنت يصحابها شفار رمات ليه البورطابل ومشات تجري,Morocco
وحده ضاعت شنطتها راحت تبلغ الشرطه قالولها ولا يهمك روحي البيت و حنا بنطلع الشنطة من تحت الارض وهي رايحه شافت بالشارع عمال البلديه يحفرون قالت لهم : شدّوا حيلكم يا شباب ترى لون الشنطة بني خ15,Saudi
واحد كسول جدا راح للحلاق وجلس على الكرسي منزل راسه قام قالله الحلاق شعر ولا دقن قال الكسول دقن قال له الحلاق ارفع راسك قال الكسول لا خليها شعر.,Yemen
واحدة كاطلب (متسولة) قال ليها واحد فرضنا ربحتي 100مليون اش غاديري بيها. فالت نبني جامع نطلب فيه وحدي .,Morocco
نذل ماشي بالقرب من مقبرة، مشغل أغنية الحياة حلوة.,Libya
واحد الكذاب قال لواحد صاحبو: أنا خلاقيت ملي كان قوس قزح بيض وكحل وهو يرد عليه صاحبه حتى هو طائرة في الكذوب قال ليه: أنا تزاديت فاش كان البحر الميت باقي مريض في السبيطار.,Morocco
واحد كذاب غبي قال لصاحبه غبي، مره شفت فيل لونه احمر ويطير، رد عليه صاحبه: اااو . فيل احمر؟. علي أساس في فيل بيطير,Libya
واحد خوه مات ويبي يقول لمرت خوه من غير ما يصدمها قال لها: راجلك تزوج عليك قالت له: إن شاء الله يخش عليا مكفن؟ قال: جيبوه يا شباب الأمور طيبة.,Libya
* مرة واحد جزمجى مات بالجزمه القلبيه وعملولو نعل فى الجرنال راحو يعملولو الاربعين طلع ضيق عليه عملولو واحد واربعين .,
مره واحد متعارك معا مرتو كتبلها ورقة فيها قيمني 6، في صباح قام 11 لقا ورقة مكتوب علاها قوم تو,
في سكر وشاي قال الشاي يا حلو قال السكر يا مذوبني,Libya
محشش يمني راح يخطب بنت، وبعد ما وافقت أتراجع، سألوه ليش؟قال: اللي تقبل تتزوجني تقبل تتزوج غيري اطرحوه ارضًا واضربوه.,Yemen
واحد الاستاد ديال الفرنسية سول التلاميذ دياولو: أشنو هي النجمة بالفرنسية؟واحد التلميذ عرفها و لكن حشومي، و قالها لصاحبو الكسول. داك الكسول هز صبعو و قال للاستاذ: L’étoileتعجب الاستاذ من هاداك الكسول و قال ليه: ركبها في جملة مفيدة.جاوبو الكسول: اللي طوال يرجعو اللور، و اللي قصار يزيدو القدام ههه.,Morocco
محشش سألوه إيه الرابط بين العنب والتفاح قال الثنين ماجوافه.,Yemen
محشش بعد أربع شهور ونص من جوازه زوجته أنجبت ولد..فقال لها: هقتلك ده مش ولدي..قالتله: هافهمك أنت متجوزني من كام شهر؟.قالها من اربع شهور ونص.قالتله: وانا مجوزاك من أربع شهور ونص يبقى مجموعهم كام؟تسع شهور يبقى ده إبنك.,
واحد المكلخ سولوه: أشنو الفرق بين الليمون والتفاح؟ قال ليهم: الليمون اللون ديالو ليموني ولكن التفاح اللون ديالو ماشي تفاحي,Morocco
‌‏مرة واحد تعزي في صنعاء نزل منشور يقول إنه من تعز وهو ليس متزوج، فراح الأمن رحله لتعز مع العروسة والجيران كمان.,
هدا واحد ناشط مشى عند البقال ،أو قال ليه عندك قنبلة 200 ريال بغيت نضحك مع مالين الدار، جاوبوا مول الحانوت، زيد درهم أو شري بوطة صغيرة هجرو ليهم.,Morocco
محشش سأل جيرانه: عندكم بطاطا قاله: نعم، قالهم: احنا ما عندنا.,
واحد ضيفو صاحبو النهار الأول جابلو حليب، وفي النهار الثاني حليب، وفي النهار الثالث حليب، وفي النهار الرابع جابلو صاحبو الحليب، صاح الرجل وقالوا: اليوم نحبك تفطمني.,Tunisia
سكران يسمع في غناية على اليوتيوب والكنكسيون رزينه قلها كي انتي ماكش حافظتها علاه تغني فيها بلاهي. ‫زوز راكبين في كرهبه ظربو واحد الاول قال للثاني اهبط شوفو مات ولا لا ياخي هبط و قالو ايجى شويه على اليمين ارجع شويه عاليسار و قدم شويه القدام و بعد خزر لصاحبو و قالو سافا توا مات .,Tunisia
سألوا هندي محشش: ما هي أفضل طريقة لصيد الأرنب؟ رد المحشش: تقليد صوت الجزرة.,Yemen
حموي ولدت مرته توأم ... من الفرحة قال للدكتور:علي الطلاق غير تنقيلك واحد,
زوج قاعدين قدام مراية، قال واحد شكون هادوك الي مقابلينا؟ قام صاحبو قالوا آني رايح نسألهم، شدو صاحبو قالو: أقعد آهو واحد منهم جاي.,Tunisia
شاهد أيضًا: نكت مضحكة سعودية قصيرة 2024,
مرة راجل عجوز محشش سألوه أيش أحسن حاجة في الدنيا، قال لهم أحسن 5 حاجات في الدنيا ثلاثة: النوم، والأكل.,Yemen
مرة فيه شاب مرخي يسوق في سيارة وطلع في الأحمر لحق عليه الشرطي بالموتو وقال له بعصبية ليش طلعت في الأحمر رد الشاب بخوف والله انا لماطلعت ما كانش أحمر هلبة يعني تقدر تقول نص نص.,Libya
"في ثلاث طلبة عندهم امتحانات ,, و هما سينسة مش قارين شي   قالو انخشو على البركة و خلاص و اي واحد يعرف حاجة ايقول للثاني   الهم جاهم سؤال : كــم عدد ارجل النعجة ,, ما عرفوش ,, اثنين سلمو   وراقيهم و واحد اقعد ,, بعد ما تم الوقت ,, قالوله علاش ما قلتناش كم   عدد ارجل النعجـ��ــــة,,, قاللهم و الله ما فيها كيف المراقب كان حنبي   ما اقدرتــــش انطلعها النعـــــجة",
مرة واحد قال لسواق تاكسى نادى الشمس قاله ماتنديها انت.,
واحـد السيد نسيبــتو دارت كسيدة ضرباتــها تمـوبــيل سولــوه: هــي دارت كسيدة و انت مال شـــلاقـــمك كـــحلين؟ قــــاليهم: شبـــعت بوســـان في الروايـــض.,
حمار شاف خطيبته (حمارة)قالها”وقتاش نتزوجو يا حمارة” قاتلو”كي تسقم هدرتك يا واحد الحمار .,Algeria
طفل بعثاتو آمو يشري في الخبز طريق كامل وهو يقول تلاث خبزات ثلاث خبزات طاح في حفرة ، ولا يقول ثلاث دبزات ثلاث دبزات راح عند الخباز عطاه بثلاث دبزات .,
يهودي جلد جدا . عندو محل ساعات . ولدو الوحيد مات بعد انتها العزاء كل الناس جننتوا عشان ينعني ولدو الوحيد في الجريده وهو مستكتر القروش صاحبنا ما بطلع قرش ساي إستسلم للامر وتاني يوم في الجريده طلع النعي الاتي كوهين ينعي إبنه ويبيع اجود ماركات الساعات,Sudan
سُئل حكيم : لماذا البشر يرون عيوب الناس . ولا يرون عيوبهم ؟ قال الحكيم : شويه مخانيث يارجال هذا حكيم صريح زيادة.,Yemen
هذو واحد الجوج مشاركين الحنوت واحد فيهم عروبي او لاخر شلح او ديما خدامين بجوج واحد النهار شعلات لهم العافية في الحانوت او ناظ العروبي كجدب أو كيبكيو غوت اهما اقول ليه شوف حسن منك الشلح ساكت او حدر راسو ملي مشاو قربو عندو أو هما القوة ميت بالفقسة ديال الحانوت هههه.,Morocco
محشش تقدم لبنيه كالمقبلة أنهي آسفه أنهي بداخلي إنسان ثاني غيرك انتظره كااليةا بلا فلسفه كولي من البدايه أنهي حامل.,Yemen
محشش كل مايشوف البرق يبتسم ، يحسب أحد يصوره.,Saudi
واحد مسطول شاف قطة اخدها البيت لمراته وقالها شايفه القرد؟ قالتله دي قطة يامنيل قالها انا بكلم القطه حد كلمك.,Egypt
شاعر سوداني زاتي انا ماقادر اقيف عن حبك وزاتك انت ماداير تهتم بيهو وزاتي انا برسم ليك خط بدربك وزاتك إنت لازم تمشي عليهو عليك الله ماتحلف بربك حبيبك كيف ما ترفق عليهو.,
مرة واحد عصبي عايز يحكى لمراتو شئ غريب حصلوا .. قالها أنا عايزا أقولك على حاجة غريبة حصلتلى بس أنا مش كذاب أنتي الكذابة و وقحة و كل عيلتيك و انتي طالق,
قالك ثم مشرف بقى يستنى في خطيبتو بطت عليه جبد المواضيع متاع المنتدى اللى يشرف عليه وبدى يحذف في المشاركات بالواحد بالواحد تجى ما تجيش تجى ماتجيش.,
واحد الفيل قاطع فوق قنطرة خشب في الغابة أو معه نملة، من كثرة التنقل بدأت القنطرة كتمشي أو كتجي، نملة شافت في الفيل ضحكات أو قالت ليه بكل فخر: القنطرة زعزعناها.,Morocco
سألو خليجي كيف تقضي في وقتك؟ قالهم: في النهار في الهمر (يعني ��وع السيارة) وفي الليل جنب القمر (يعني جنب بنت حلوة) سألو الليبي قاللهم: في النهار في التريلا وفي الليل جنب الغوريلا,Libya
لبناني سكن جنب قروي، جاء القروي له وقال: أقول ياجارنا ترى فنجال قهوتك عندنا قال اللبناني: إيوه.. إيوه يمكن واحد من البزورة رماه عليكم وإلا شي!,Saudi
مرة كان فى ثلاثة حشاشين اعدين فى خيمة فواحد منهم طلب و لا عة محدش فيهم كان معاة ولاعة فواحد طلع برة الخيمة يجيب ولاعة واعد يلف حولين الخيمة دخل الخيمة قال محدش معا ولاعة قا لو اعد ياعم احنا بعتنا واحد يجيب ولاعة انت مشوفتهوش الهم ولة مشفتة .,
"في فصل كله حمير و اغبياء ,, امشي قالت الابلة من ايقولي جملـــةاسمية,,,ناض الفلتة فيهم على اساسقال لها ( البـــكندا يشرب الشاي) قال له شاطر قمعزامشي قالت من ايقول جملة تانية ناض نفس الطالبقال لها: البـــكندا يشرب الشاي ) ,, قالت تي مش قلتها توا هاديقاللها لالا هادي الطاسة الثــانيــة",Libya
واحد كياكل بلا مايقول بسم الله واحد نهار كال كسكس بالحرور وهوا يهز مونادا باردا .. وقال للشيطان ودابا شوف باش تبرد  بسم الله .,Morocco
