text,label
"في فصل كله حمير و اغبياء ,, امشي قالت الابلة من ايقولي جملـــةاسمية,,,ناض الفلتة فيهم على اساسقال لها ( البـــكندا يشرب الشاي) قال له شاطر قمعزامشي قالت من ايقول جملة تانية ناض نفس الطالبقال لها: البـــكندا يشرب الشاي ) ,, قالت تي مش قلتها توا هاديقاللها لالا هادي الطاسة الثــانيــة",joke
واحد كياكل بلا مايقول بسم الله واحد نهار كال كسكس بالحرور وهوا يهز مونادا باردا .. وقال للشيطان ودابا شوف باش تبرد  بسم الله .,joke
"في رجباني و يباني تعاركو ,, امشي اليباني اضرب الرجبانيارقد في المستشفى ثلاث ايام بعدها جاه قاله شنو الحركة هاديقاله اليباني حتى تيكواندو,,, المهم امشي الرجباني اتمرن و جياتعاركو مرة تانية ,, اليباني اضرب الرجباني ارقد في المستشفى ثلاثايام ,, بعدها جاه قاله شنو الحركة الجديدة ,, قاله اليباني حتى هياكاراتي ,, امشي اتمرن الرجباني و جي .. اتعاركو مرة ثالثة,, الرجبانياضرب اليباني رقده في العناية ثلاث شهور .. بعدها جي اليباني قاله مااتقوليش شنو الضربة هادي... قاله هادي لا تيكواندو لا كاراتي ,, حتى هواكـــريك هونداي",joke
الشرطي يسأل في السارق بربّي كيفاش نحّيت السطوش وهو في جيب الفيستة متاع الراجل و مسكّر من الداخل بسلسلة؟ قالو برجوليّة آنا ما نعطيش دروس بلّوشي .,not_joke
هادا واحد طاح فالدرجة ديال الباب مشا عند الطبيب قلبوا وعطاه بومادا قالوا دهن البلاصة اللي طحتي عليها مشا هو مسكين دهن الدرجة.,joke
سولوا واحد الفار: علاش عزيزين عليك البنات؟ ڭال ليهم: حتى واحد ما كيدير ليا اعتبار من غيرهم. غير كيشوفوني كيغوتوا، حسيت براسي بحال مهند.,joke
وحدة غبية ماشية في الشارع وشايلة في إيدها كيس سكر شافت قشرة موز واقعة على الأرض فكرت شوي، وقالت إذا مشيت والسكر في إيدي بطيح أنا والسكر على الأرض، فراحت حطت كيس السكر على الأرض، واتزحلقت على قشرة الموز، ورجعت مرة ثانية اخدت كيس السكر ومشت.,joke
مرة واحد بيشتكي من الديدان اللي ف بطنه داخ عند كل الدكاترة محدش عرف يعالجه  اخر حاجة قالوله فيه شيخ بيشفي من كل الامراض راحله واشتكي له حالته قال له مشكلتك بسيطة جدا تروح عند محل بيبيع بطيخ وتشتري بطيخة حمرة وكبيرة تقطع راسها وتقعد عليها بيقوم رئيس الديدان بينزل ويلحس منها شوية ف هيلاقيها حلوة هيقول للديدان شباب انزلوا قام رايح صاحبنا واشتري اكبر بطيخة حمرا وقعد عليها نزل رئيس الديدان ولحس منها شوية ولقاها حلوة قال لهم شباب طلعوها.,joke
واحد سخي بزاف تحرقات ليه دارو ملي جاو البومبية قال ليهم والله يما تحطو ايديكم فشي حاجة قبل ما تشربو القهوة.,joke
فيه غبي دخل البڨالة عشان يشتري ثلج ، سأل البڨال ڨالو : عندكم ثلج يا الطيب ؟ ڨال راعي البقالة : فيه ، رد عليه الغبي : طيب هو بارد.,not_joke
واحد تهاو شت حرمته مع الشغالة . حط كل واحدة في بيت.,not_joke
كسول حشاش كان في يده مجموعة مسامير طاح واحد منهم قام رمى الباقيين.. وقال جيبوه,joke
عسيري يدلع مرته .قالها كام وزنش؟..قالت: أربعين.قال: يا حليلش نفس مقاس نعالي.,joke
محشش يطلي الجدار قالوا له حط تحت قدمك جريدة قال لا عادي اطول الجدار.,joke
في إحدى الشركات اتصل موظف على تليفون مديره بالغلط و قال له: جيبلي جاي يا ارعن واذا اتأخرت عليه انعل أبو اللي عينك بالشركةرد عليه المدير: أنت تعرف ويامن دتحجي؟قال الموظف: لأقال له: أنا مدير الشركة يا حيوانرد عليه الموظف: وأنت تعرف منو اني ؟قال المدير: لأرد عليه الحمد لله ...... وسد التلفون بوجه هههههههههههههههه,joke
وحدة قبل مـــا تسافر قالت لراجاليةا اتواليةالي بالقطوسة متاعي كـــلمتو بعــد مـــا سافرت باش تسألو شاليةااليةا ، قااليةا : مـــاتت حيث اليوم ولات تبكي و قاتلو حرام علــىك علاش هكا تصدمـــني مـــاو قلي حيث اليوم راهي تلعب فوق السطح و غدوا قلي طاحت و تجرحت و بعــد غدوا غدوا قلي راهي مـــاتت ..ربي يسامحك المهم شاليةال امي ؟ قااليةا : تلعب فوق السطح.,joke
راح زهراني حق ساحر قاله أبيك تخلي الناس ما تقدر تستغنى عني، سواه فوطه.,joke
غبي سأل صحبه في رأيك عيد الفطر هيوافق يوم الخميس فرد عليه إذا ضغطنا عليه أكيد يوافق طبعا. سامحني يارب نكت تجيب شلل اطفال.,joke
محشش يسأل محشش زيه لو صحيت من النوم، ولقيت حالك ميت ويش راح تسوي، قاله والله لأنهبل.,joke
واحد السبيطار ديال الحماق خرجوهم لشانطي باش يشوفوا شكون اللي دار العقل قالوا ليهم للي تلقا لشي طونوبيل نعطيوه طريف ديال ماروخا كلشي كيتلقا لطونوبيلات و كيتشتت واحد بقا كيروغ على الطونوبيلات قالوا هدا مول العقل سولوه علاش كيروغ عليهم قاليهم كنتسنا شي رموك باش ندي باكيا.,joke
"هادي وحدا كاتشكي على صاحبتها كاتقولها : أنا راجلي كينسا بزاف نهار كينسا السوارت ديال الطوموبيل ونهار كينسى السوارت ديال الدار , اواه بزاف هادشي . ردات صاحبتها قالتلها : ماشتيش راجلى أنا شي مرات تيقولى : نسيت فين شفتك واقيلا تلاقينا ف شي بلاصا ؟.",joke
واحد غبي شد علبة مسامر وطاح منهم مسمار قلو يا ولدي أرجع يرحم بوك ارجع، المسمار محبش يرجع، كب علبة المسامير كلها وقال، جيبوووووووووووووه اليوم نقتله.,joke
دجاجة زهرانية انتحرت، وجدوا بجانبها ورقة مكتوب بها يا ليت ماجي تنفعكم.,joke
محشش ركبته الهيئه الجيب قالهم بالله سوق الفيصليه .,joke
واحدة بتقول لخطيبها أنت ممكن تحب بعدي؟ قال لها: لا طبعًا أنت كرهتيني في الستات كلها.,not_joke
واحد المكلخ سول صاحبو : بغيت نبيع الطوموبيل ديالي 205 بشي ثمن غالي، أش ندير؟؟ قال ليه صاحبو : مسح ديك 205 و كتب مرسيدس و لا بي ام دازت مدة، سوله صاحبو : إيوا، بعتي الطوموبيل ؟؟ قال ليه المكلخ : واش تسطيتي؟ كاين شي واحد كيبيع البي ام ؟؟!!.,joke
مره واحد مهبول يسأل في واحد مهبول قلو ياخي ليوم سبت ولا الاحد قلو الاثنين قلو كيفاش جايين مع بعضهم.,joke
مرة واحد بلع سكينه  انجرحت مشاعره,joke
ديك قال لدجاجه: يا ضعيفه يأخذون بيضك و انتي سآكته” قالت له: على الأقل أحسن من اللي يأذن و ل ايصلي.,joke
كسلانين نظموا جدول مباريات للدوري فحطوا أول يوم اجازة.,not_joke
أعطاه خمسين عود كسرهم بسهولة..,joke
هادا واحد خينا مبوق مع راسو وجاه البرد بزاف ملي شعل العافية ودفى مزيان عجبو الحال وهو يقول الله لهلا يحرمنا منها لا دنيا ولا آخرة.,joke
فما واحد حب يبني مستقبله ياخي مالقاش سيمان.,joke
"بلد سكانها رقاق ” ضعاف ” المجاعة بزاف ثم ,دارت حرب مع الماريكان بصح في كل المعارك كانت هذي الدولة تاع المجاعة تربح , جورج بوش صقصا جنودو العلوج وعلاش ديما تخسروا مع الشعب الجيعان والضعيف ديما ؟ جاوبو واحد من الضباط : كي نطلقو عليهم النار يتخباو ورا الكابوس .",not_joke
مدرس صعيدي كل طلابه بتقول الجيم دال، لما سألوه، قالهم مش عارف ما هو ده اللي مدنني.,joke
واحد الطيارة كتهز 100واحد جاو ركبو فيها103 واحدزايدين تلاتةقالو ليهم خاس تلاتة يتلاوحو ختارو واحد فرنسوي وجزائري و مغربي.جا الفرنسوي يتلاح وهو يقولعاشfrancois oland..جا الجزائري يتلاح وهو يقولعاش بوتفليقة جا المغربي يتلاح وهو يقول عاش محمد السادس وهو يلاوح هداك لي حداه,not_joke
سكران ماسك الفرخة بتاعته، قاعد يضرب فيها يضرب فيها ويقولها: كل يوم بيض بيض مافيش جبنه.,not_joke
في فيل تزوج نملة ماذا حصلوا ؟؟ جابو فيل يمشي على الحائط.,joke
رجل قروي ركب تاكسي خلي زوجته تركب جنب السواق علشان ما ينظر لها من المراية.,joke
كالعادة ليل وحنين وأشتياق وحب وأنا جالس أرسل نكت,joke
واحدة قاعدة تضحك مثل الهبلة سالوها مالك ؟ قالت صاحبتى سرقت رقم حبيبى . قالولها طيب و علاش ركى تضحكى هاك . قالتلهم راها فى اسبوع تبعت رسايل حب لاخوها .,joke
في واحد سرق سيارة فلما راح يبيعها انسرقت منه,joke
واحد زعلان من أبوه وأمه ليش؟ علشان ماعزموه في زواجهم,joke
وحدة غبيه اتصلت بالخطوط قالت كم تستغرق رحله الرياض – بانكوك؟ قال لها لحظه … قالت شكرا.,joke
هادي امريكا بغات تصنع صاروخ المهم كلشي شارك معها ها اللي جاب البياس و ها اللي ساعد باليد العاملة و اللي عاون بالفلوس و حتى سالاو و هما يشوفوا واحد المغربي جايب ورقة كبيرة مكتوب فيها صنع في المغرب .,joke
قاليك هدا واحد لمكلخ ماعمروا مشى لشي مقهى وجلس فيها واحد النهار قال مع راسو والله حتى نمشي لهاد القهوة اللي مصدعينا بيها ونجلس فيها المهم خونا مشى وريح جالعندوا النادل قالوا شنوا حب الخاطر اسيدي قالوا بغيت قهوة مشى النادل جاب ليه كاس ديال القهوة لمكلخ هو يهبط عليه دقة وحدة(بدون نفس) وهو يقول للنادل ممممممم صافي هي هاديك غي جيب لبريق .,joke
في نملة دخلة العرس تمشي بشويش ليه؟ ترقص حبة حبة.,not_joke
واحد بدلو ليه القلب بقلب ديال بلاستيك، واحد لوقت تزعط فبانيو.,joke
هدا واحد البركاني خدا الدكتوراة في علم الحيوان ولكن الأساتذة دياولو متيقوش أو هما يقولوليه ديرلينا شي تجربة  البركاني جاب واحد القطة منين كيصفق عليها كتجي عندو أو هو يقطعليها الرجل الأولى منين صفق عليها جات هو يقطعليها الرجل الثانية منين صفق عليها جات هو يقطعليها الرجل الثالثة منين صفق عليها جات هو يقطعليها الرجل الرابعة منين صفق عليها ما جاتش أو هو يقوليهم نستنتج أننا عندما نقطع للقطة أرجلها الأربعة تفقد حاسة السمع.,joke
قالك مرة واحد تضرب فيه مرته مشي لصحابه قالوله لما تضربك ما تسكتلهاش قاللهم حتى انا مش ساكتلها هيا تضرب و انا انعيط.,joke
نملة قامت بصبغ شعرها واتحنت، علشان كانت معزومه في فرح.,not_joke
"قالكأيا واحد كل يوم يريح في القهوة ,و كل يوم تجوز عليه وحدة يشوف معاهاوتشوف معاه , بقاو على هذي الحال عام , وحد النهار شافها مع واحد راح ليهاقالها اللي بيناتنا أنسايه",not_joke
فما واحد بنا منزله على شكل دائرة علاش .. باش ما تقولوش مارتو حابسني بين اربعة حيوط.,joke
واحد محشش والده قال له عاوزك تجيب 90% في الثانوية قال له لا هجيب 100% قال له هل تمزح قال له أنت اللي بدأت بالمزح.,joke
البنات نوعين بنت من نعومتها ودلعها تحس ان شعرها ممكن يجرح خدها (ودى نادره الوجود ) وبنت تكون ناقص تاخدها على جنب و تقولها : بكرة عندنا ماتش وناقصنا واحد ف الدفاع يا وحش جاي ولا ايه (ودى اللى ماشيه فـ السوق ),joke
"هدا واحد يهجّي الهدرة بزاف في كل مرة يروح للقهوة ويقول للقهواجي: أعطيني ققققققـ. ومايجي يقول قهوة يغلق مول المحل ويقولو ولي غدوة,ودايما تسرالو هكّا, وفي نهار قال لازم نبدا نوجّد الكلمة في الليل وكي نوصل الصباح نقولو, وفعلا بدا في الليل يقول: ققققققققـ وفي الصباح مع وصل للقهوة قال: قهوة أعطيني, دار ليه القهواجي وقالو: انعم خويا؟؟",joke
هادا واحد طاح فالدرجة ديال الباب  مشا عند الطبيب قلبوا وعطاه بومادا قالوا دهن البلاصة اللي طحتي عليها مشا هو مسكين دهن الدرجة.,joke
مرة واحد محشش مات نزل عليه 62 ملاك 2 يحاسبونه و 60 بيفهموه إنه مات.,joke
واحد اشترى ديك من أهبل عشان صحيه على صلاة الفجر بس لقاه ما يأذن، ولمن رجعه للأهبل اللي اشتراه منه قله بعتذر آسف عطيتك الخطيب بدل المؤذن.,joke
فيه عجوز راحت تعزي ناس، قالت لهم: كيف مات أخوكم؟ قالو لها: كان واحد من زملاه يمزح معاه بمسدس، فطلعت رصاصة بالغلط مع راسه، قالت العجوز: ايه، الحمدلله ما جت في عينه.,joke
وحدة طلعت بالطاكسي بيسألها الطاكسيور: لوين أنتِ رايحة ير هانم؟ رد عليه: راجلي أنت باش نقولك وما ردت تخبره.,not_joke
فيه محشش سئلوه كيف تصيد الارنب قال اتخبى تحت شجره واقلد صوت الجزر.,joke
وااحد لأستاذ دائما كايدخل كايقول واحد دري  انتا مصاوب تمارين  كيقوليه لا  كيضربو  هي هاذيك واحد نهاار داك دري قال هااد لمرة غادي نقوليه راه مصاوبهم  لاستاذ جاعند دري قاليه مصاوب تمارين  قاليه دري راه صاوبتهم  قاليه فيناهما   قاليه علاه انتا قلتي لينا جيبوهم.,joke
محشش واقف أمام بيته، وتمر الشرطة فقال له الضابط هل أنت من أهل البيت قال له لا، أنا من كفار قريش أخذه الضابط على مركز الشرطة، وقال له اطلب من أبو لهب يأتي ليخرجك.,joke
مره سارق شدو كورن ياخي قلو خاطيني مش انا.,not_joke
واحد مول الطاكسي دخل للدار مع مرتو، وسدات الباب. قال ليها: حليه وعاودي سديه.,joke
واحد الدري مودة هادي ماشاف واحد صاحبو قال والله حتا نمشي نسول عليه مشا لدار دياهم دق دق خرجات مو سولها قالت ليه اولدي من داك النهار سخرناه يجيب اللحم مارجاعش قال ليها و شنو درتو؟؟ قالت ليه الدجاج.,joke
نذل بيرجم ابليس في الحج و هو ملثم سالوه ليش ؟ قالهم يمكن احتاجو,joke
بعض الشباب أذا ضحك مع بنت يضحك كذا! هههههههههكم رقمههههههههك,joke
15. مول طاكسي بات عند نسابو ما خلاهم ينعسو ليل كامل كل مرة كيفيق يغوت بلاصة لبلاصة بنتهم قالت ليهم غير تهناو راه باقي ليه غير بلاصة أو يسكت.,joke
فار غادي .. سمع عرس… دخل ليه لقا عرس ديال المشاش… بات لعروسة شدو وقال لجوق: غنيو ليه يازربان على عمرو .,joke
في خمس نملات شافو خبزة هجموا عليها إلا وحدة، قالت: يع عليها نمل.,joke
هذا واحد دائما يتدخل فيما لا يعنيه، واحد النهار لقى الناس مجمعين على حادثة سير، وهو يقول ليهم خلوني ندخل أنا أخ الضحية، ملي دخل، لقى حمار ميت.,joke
"واحد قال لي بوه أعطيني خمسة دينار بأنديــر دورة ,,,, قالــه: خوذ.. دينارين و وقص قصــان",joke
صاحت يبوووووواسها بخشمهه أيسر,not_joke
صعيدي سرقو شنطته بالمطار جلس يضحك ليشقال المفاتيح عندي,joke
الولد لأبنه: نسكّر التلفزيون ؟ ... الإبن : لا لا .. خليه مردود,joke
مزطول مشى للدكتور يشكي انه كل ما يرقد يحلم بقطاطس يلعبو في الكورة قالو الدكتور مترقدش يومين قال المزطول منجمش على خاطرغدوة يلعبو النهائي.,joke
هادا واحد المكلخ حلم براسو تجمعو عليه رباعة ديال الدراري بغاو يسلخوه الغد ليه، جمع صحابو كاملين وجابهوم ينعسوا معاه ف الدار,joke
بخيل واقف فى البلكونة ابنه جاى من بعيد يقول له بابا بابا بابا  قاله: يا ابن الكلب بابا واحده كفاية.,not_joke
فمة واحد قتل الوقت حكمو عليه بالاعدام.,not_joke
أغبى سؤال في العربية: ما الذي يتناوله الكاتب في النص؟؟ صحن جلبانة و دبوزة فانتا.,not_joke
قالك واحد النهار واد الجابوني هو ماصو و المالوفري تاعه جزايري، قالك الجابوني بدا يخدم والمالوفري الجزايري يجيبلو فالصوالح.. ، قالك الماسو الجابوني طاح من السلوم قالك وعاود ولّى يخدم، ايا المالوفري تاعنا راح عند الطبيب وقالو : جيت عندك باش تعطيني مالادي تاع الخُلعة,joke
محشش يقود سيارة والده و الوالد معه و هما بالطريق والده يقول له: لف من هنا أحسن، رد الشاب المحشش قائلاً لوالدهً: خد إنت لف سيجارتين مش شايف إني أقود السيارة.,not_joke
فار يجر اسد ميت .!!!!شاف الحيوانات تصفق له .قام قال :انا اذا عصبت ما أرحم ..!!!',joke
هل انت يمني ؟ اذاا كنت تسوي واحده من هذي :1-إذا سألوك فين فلان تقولهم في جيبـي..2-لما تخرج من الحمام ترش باقي الماء اللي بيدك في وجه e&e اول واحد يقابلك…3-لما تشتي تفتح كيس الخبز تشطه من النص .4-مستحيل توصل الروتي كامل للبيت .5-لما يخلص علبة الشامبو لازم تعبيها بَ الماء .6-ولما تخلص بطاريه الريموت تقحصها وترجعها للريموت والمصيبه انها تشتغل..,joke
واحد المرا حاملة تافقات مع راجلها إيلا ولدو بنت يسميوها مبروكة وإيلا ولدوا ولد يسميوه مبروك ملي ولدات المرا، خرج الطبيب عند الراجل وقال ليه: ألف مبروك وهو يسخف الراجل مسكين,joke
واحد مشا مع دريا لسينما بالعلم ديال مها مني بدا لفيلم طفا الضو دريا كتبكي قال ليها مالك قالت ليه قالت ليا ماما سيري ومتباتيش .,joke
قالك وحد المرة زوج تلاميد جاو متاخرين للقسم سقساهم المعلم قالهم علاش تاخرتوا حا الاول قاله حلمت روحي مسافر بطيارة قاله المعلم جمع سقسا التاني وناتا علاه التاخير قال التلميد كنت نودع فيه فالمطار,joke
بدو يبون يتعلمون ربط الكرفتة خمسة منهم ماتوا واثنين في حالة خطرة.,not_joke
واحد يجري يجري لتوة ما حبش.,not_joke
مذيعة بتسال صعيدي احمد زويل أخد جايزة نوبل في أية ” قالها في علبة قطيفة حمرا “,not_joke
واحد محشش جالس ف القسم، كل شوية كيضحك ف التالي ضحك واحد الضحكة بالجهد قال ليه المعلم: نتا مالك واش تسطيتي؟ قال ليه المبوق: راه كنت كنعاود لراسي النكت، واخر وحدة أول مرة نسمعها,joke
شباب يدرسون في امريكا.. مات ابو واحد منهم واحتاروا كيف يعلمونه .. واحد منهم جلف قال : انا اعلمه . راح للي مات ابوه .. وقال له : متى آخر مرة شفت ابوك ؟ قال : قبل شهرين .. قال الجلف : افلقني ان شفته مرة ثاني.,joke
قالك واحد انهار كان واحد عامل 30 حبة حمص في جيبو تاع السرول ودايمن كي مر يوم من رمضان ياكل حبة او يرميها واحد المرة زوجتو غسلت السروال التاعو ولقات الحمص وممبعد من داكحطتلو حفنة تاع الحمص في جيب السروال كي لبسو زوجها لقا بزاف الحمص في جيبوقاللها يامرا هدا العم موحال ل��عيدو,not_joke
هل تعلم أن الأسد الذي هو ملك الغاب يخش من صوت صياح الديك.,not_joke
واحد ضيفو صاحبو النهار الأول جابلو حليب وفي النهار الثاني حليب وفي النهار الثالث حليب وفي االنهار الرابع جابلو صاحبو الحليب صاح الرجل وقالو بجاه ربي اليوم نحبك تفطمني.,joke
عجوز تصلي و هي ترتجف  ليش  برشمه سورة الحمد,not_joke
إذا شفت اخوك الصغير طل عليك وراح بدون ما يتكلم، فهو في مهمة خاصة,joke
مره واحد مهبول يسإل في واحد مهبول قلو ياخي ليوم سبت ولا الاحد قلو الاثنين قلو كيفاش جايين مبعضهم,joke
سوداني شاف اسد قالليك الله ما تاكلني قال الأسد اصلا الدكتور مانعني من المشاوي.,not_joke
طلع مجموعة صيادين يصطادو وكل ما يصطادو حاجه كلابهم تجري تجيب الفريسه ما عدا كلب واحد بيخاف من صوت الرصاص فقالو لصاحبوه خده الافراح اللي بيحصل فيها ضرب نار كتير عشان يتعود على الرصاص وبعد ما اخده لمدة 6 شهور رجع يصطاد تاني أول ما ضرب نار الكلب اعد يزغرط,not_joke
مرة واحد كهربائي أبوه مات، لفو في شطارطون ودفنه في الحيطة.,not_joke
مشحاح كتب على باب داره ما تلخبطوش الباب راني نحله كل خمس دقايق,not_joke
وحدة تقول لزوجها اطرد السائق بغى يذبحنى مرتين ردخل نعطيه بعد فرصة.,joke
"قالك أيا واحد كل يوم يريح في القهوة ,و كل يوم تجوز عليه وحدة يشوف معاها وتشوف معاه , بقاو على هذي الحال عام , وحد النهار شافها مع واحد راح ليها قالها اللي بيناتنا أنسايه",joke
محشش يسال خويه كم الساعه قال مدري قال غريبه أنا عندي مدري ألا خمس,joke
عربجي محشش واقف قدام المكيف ويقول للمكيف أقول لا تنفخ,joke
واحد الاستاد ديال الفرنسية سول التلاميذ دياولو أشنو هي النجمة بالفرنسية  واحد التلميذ عرفها ولكن حشومي وقالها لصاحبو الكسول داك الكسول هز صبعو وقال للاستاذ Létoile  تعجب الاستاذ من هاداك الكسول وقال ليه ركبها في جملة مفيدة  جاوبو الكسول اللي طوال يرجعو اللور واللي قصار يزيدو القدام.,joke
خانب خش لحوش ولما بدا يخنب فاق بيه مولى الحوش ومرته .. الخانب جبد عليهم موس ورسم على الأرض زوز دوائر وقال للزوج: اوقف في وحدة من الدوائر. وقال للزوجة: اوقفي في الدائرة الثانية .. واحد منكم يطلع رجله من الدورة نقتله!! .. وتلفت للجهة الثانية وبدا يخنب .. الزوجة تكلم في الزوج وتقول له : اهو متلفت للجهة الثانية دير حل واهجم عليه وشده .. والزوج يضحك .. ولما يئست منه قالت له : ماتقولليش خيرك تضحك؟ .. الزوج : اسكتي .. من أمبكري نطلع في رجلي منالدورة وهوا مش زابطني .,joke
طفل يقول لأمه يا أمي بدي موية، قالتله هات لنفسك، قالها لا ما بدي أقوم، قالتله لو جيتك هضربك، قالها وأنتي جاية تضربيني جيبي معاكِ مويه.,joke
قالت ليه: تا لعيالات بحال بحال تيختالفو غي فالشكل!!! قال لها: عندك الحق، ولكن راني اكتشفت واحد الأمر مهم!!!!! قالت ليه وهي فرحانة : أشنو هو؟!!!!! قال ليها: الرجل ما يشبع حتى ياكل “أربع بيضات”.,not_joke
أستاد د الفرنسية سول واحد التلميد ديالو: كيفاش كنقولو الصراحة راحة بالفرنسية؟ قال ليه التلميد : La vérité rité,joke
فار غادي .. سمع عرس دخل ليه لقا عرس ديال المشاش بات لعروسة شدو وقال لجوق: غنيو ليه يازربان على عمرو .,joke
فيه قروي عطاه البنك بطاقة صراف الغبي غلفها.,not_joke
نكتةبدك تعذب بنتحطها بغرفة مليانة ملابسومافيها مرايةهههههههههههههههههههصدك عذاب,joke
ثلاث مجانين و احد منهم أسمة محدش و الثاني أسمه ياسر و الثالث أسمة مجنون… محدش و ياسر أضاربوا راح مجنون يبلغ الشرطة قال: محدش و ياسر يضاربوا قال الشرطي: أنت مجنون قال :كيف عرفت أسمي؟,joke
واحد راح لطبيب باش ينحيلو مسمار دخلوا في رجلو كي قالوا ب 2500 دينار جاوبوا وقال عوجو وخليه.,joke
قاليك هاذ واحد هو أو صحبتو غادين كايتسراو فدروبا أو حشمانين . بقاو ساكتين واحد شويةقاليها قوليلي شي كلمة حلوة ..قاتليه سكارة .قاليها لا شي حاجة كتجمعناقاتليه سطافيط.,joke
استاذ قال لتلميد: مشي عيب تجيب صفر؟، قال ليه التلميد و مني هو عيب لاش كتعطيوه,joke
هدا واحد المعلم ديما كينسا السنسلة ديال السروال محلولة  ديما التلاميذ هومة لي كيفكروه ديما  واحد النهار كان غادي اجي المفتش  وصا  الدراري قاليهم منين إكون المفتش  إلانسيت  السنسلة محلولة  قولو ليا راه الادارة محلولة  اوا صافي اسيدي جا المفتش  ناظ المعلم لسبورة  باش ابدا اقري الدراري قدام المفتش  بداو الدراري كيقولو استاذ استاذ  اوهو اقولهم اشنو ياك ما الادارة محلولة  أهما اقولو ليه لا راه المدير خارج .,joke
واحد تكسرلو لفابو فالليل ناض يسقموا هوا ومرته شدتله الضو بش تضوي تحت اللفابو  معرفش قالتله: شد الضو هات أنا نسقمه،وسقمتها، قالها: شفتي لازم نعلمك تشدي الضو.,not_joke
كليك هادا واح الفأر بغى يخطب واحد الفارة، ملي مشا عندهم  لدار قالت ليه أمها الا بغتي  نزوجك بنتي خاصك تكتب ليها القادوس بسميتها.,joke
قالك شلح (انا شلح ماتكعاوش ) نجح ولدوا شرا ليه بالون قال ليه الا نجحتي لعام جاي نفخها ليك .معكاز شرا ليه باه محل ديال دجاج باش يجمع راسو جات عندو واحدة قالت ليه ارا ليا شي دجاجة فيها 2 كيلو  الدري مكسل.. شاف فدجاج وقال يللاه للي فيها 2 كيلو تنوض .,joke
واحد مسطول اتجوز، أول ما دخل البيت لقى العروسة قاعدة، قالها: “أنا كنت متأكد أنهم في الهيصة دي أكيد هينسوا حد”.,joke
واحد بنا دارو في شكل دائرة باش ما تقولوش مارتو مخليني بين اربعة حيوط.,joke
أغبياء سوو مندي وتعشوا نواشف ليه؟ ضيعوا الحفرة,joke
في يوم وقع حادث بالعاصمة نتاع الدزاير و تلموا الناس و جا راجل فضولي متأخر وماقدرش يشوف فراح يبكي ويصيح ابتعدوا راني من أقارب الضحية وكي وصل لقا الضحية حمار…,joke
واحد مجنون ولدت مرتوا توام جن رجلها وقالها شكون اب الطفل الثاني.,joke
مره واحد عدني يتاجر بالكتاكيت ماشي بالسيارة وفيها كتاكيت وقفته نقطة تفتيش تابعه للأمن المركزي وبعد إن شافوا أوراقه مكتملة قال له قائد النقطة : الكتاكيت هذه ايش تأكلوها ؟ رد عليه وقال له : ذرة يا فندم..... فقال له انتوا ما بتفهموش وتخالفوا قانون الرفق بالحيوان الكتاكيت هذي بتآكل علف المفروض ........ أدفع غرامة 1000 ريال .. فدفع الغرامة ومشي العدني بسيارته وهو في الطريق وقفته نقطة تفتيش ثانية وقال له قائد النقطة بعد إن شاف أوراقه سليمة .. ايش تأكل الكتاكيت هذه.. قال له بأكلهم علف يا فندم فقال له الفندم أنت ايش من مجرم يا أخي أنت ما بتفهمش هذي بتآكل ذرة وعمل عليه غرامه 2000 ريال وبعد شويه وهو ماشي وقفته نقطة ثالثة وقال له قائد النقطة بعد إن شاف أوراقه سليمة بتآكل الكتاكيت هدي ايش قال له العدني يافندم أنا كل يوم الصبح أدي كل كتكوت 20 ريال وهو يأكل اللي يشتيه,joke
واحد البنت سولات الأستاذة ديال العلوم الطبيعية واش البنت تقدر تولد على 16 عامقالت ليها نعم البنت قالت أعلى 14 عام قالت ليها الأستاذة لا أهو ينقز واحدقال ياك قلت لك ماتخافيش.,joke
ـحد اشعار الشاعر المشهور (( محشش)) البارحة ما جاني نوم اعد النجوم والشمس تصك فيني.,not_joke
سألو واحد بخيل آش تعمل لو الدنيا بردت قال نقعد جنب الشوفاج قالو ولو الدنيا بردت أكثر قالنقرب من الشوفاج قالو ولو بردت أكثر قال نلصق في الشوفاج قالو باهيولو بردت أكثر و نزل ثلج قالوقتها أنشعل الشوفاج وأمري لله .,joke
في حمار يسأل خطيبته الحمارة يقولها  متى نتزوج يا حمارة؟  قالت له لما تحسن ملافظك,joke
واخد عنده عرس على أساس بيديروا جو خش الخال في الزحمة وضرب طلقة بالمسدس وبعدين خش العم وضرب طلقتين بكلاشن وختمها البو خش وحدف رمانة.,not_joke
ليبي أجر حوش مسكون وقعمز يسكر ويدخن في الحشيش الجن قال خلي نطلعله نخوفه شوية هالحيوان المهم الجن طلعله وقعمز قدامه قاله نحصلو سبسي الراجل قاله تفضل الجن إستغرب لما لقى الراجل ماخافش فتح بطنه وطلع عيونه وطلعله مرة ثانية قاله نحصلو سبسي الراجل قاله تفضل الجن زاد تنرفز مشي حول العمود الفقري وقطع يده وكسر رجله وزاد طلعله قاله نحصلو سبسي الراجل قاله انت مش ملاحظ بأن الدخان دمرلك صحتك.,joke
